1034536,127821,15792.788304128615,1
131611,19438,2870.85307459103,1
229997,27157,3206.5750814141056,1
430354,56467,7409.068090455764,1
683822,85077,10584.766107261832,1
196671,26421,3549.4264075537317,1
253696,33602,4450.580237764884,1
758171,139543,25683.1886856659,1
816272,133464,21821.94084324833,1
749632,164974,36306.37522944591,1
726747,158535,34583.35049886687,1
693617,143955,29876.77929606685,1
815999,133943,21986.212298054288,1
787520,144218,26410.543889678993,1
845050,147016,25576.83480977457,1
718147,128000,22814.270615904545,1
841678,143716,24539.41846644441,1
724185,122618,20761.509730248486,1
625215,132147,27930.919138216454,1
833833,121388,17671.460045356805,1
832431,136504,22384.2480830243,1
1296922,141015,15332.633901653298,0
1258421,107124,9119.00816658336,0
1175320,217123,40110.265399210424,0
1360096,92717,6320.467150112933,0
1300833,196722,29749.818219556237,0
1061599,195847,36130.44794597584,0
1347087,194170,27987.790617829436,0
1084140,173364,27722.50493109746,0
1282878,171967,23051.801565698373,0
1114598,208473,38992.52621034669,0
1328104,200539,30280.678712661058,0
1257434,222949,39529.912982311595,0
1237568,124303,12485.161065088949,0
1259270,96418,7382.396725086756,0
710761,102836,14878.760787381412,1
404310,52157,6728.383292523064,1
595605,79587,10634.716916412723,1
164289,20808,2635.434289575078,1
221436,25994,3051.3919868494736,1
1432496,190469,25325.3342145458,1
570871,81884,11745.191919014978,1
213363,25958,3158.0815980277744,1
325887,51481,8132.553188681966,1
1168077,94886,7707.842030962,1
202945,26421,3439.696671511986,1
285706,33188,3855.1635037416086,1
482032,70712,10373.143160620042,1
240341,28068,3277.8952571554582,1
233417,27372,3209.8192676625954,1
202186,23991,2846.7256931736124,1
1096164,19205,336.47522177338425,0
970664,203236,42553.21274508996,0
1261575,166683,22022.648268236135,0
1215780,87655,6319.728096366119,0
1302763,130893,13151.261932523414,0
1211118,156227,20152.3514050654,0
1033032,87685,7442.808378636867,0
1202146,19640,320.86751526020964,0
885179,38201,1648.611637872114,0
1047398,21394,436.9907485024795,0
1202421,18447,283.00554381535255,0
1046039,16884,272.52277974339387,0
1231869,22093,396.22772307769736,0
1261402,17288,236.938695197883,0
1279475,192991,29110.00690204967,0
1190322,113450,10812.958594397147,0
1160605,80515,5585.591329522103,0
1123257,21829,424.217468486731,0
1184032,13857,162.17167188048973,0
997518,148240,22029.775502797944,0
1275965,22414,393.7313296211103,0
997233,14909,222.89503155230523,0
1177442,18830,301.1349178982914,0
1245716,37396,1122.6160826384184,0
1198994,107885,9707.449098994657,0
1160037,203861,35825.84634886646,0
1017219,185202,33719.17040873204,0
1059543,88918,7462.095190096107,0
1144532,122973,13212.700675035736,0
1136418,225366,44692.91577218946,0
1235967,110331,9848.911468510081,0
1167034,101215,8778.215737502078,0
1216739,180392,26744.662301446737,0
1171410,188468,30322.591598159484,0
1301176,192424,28456.562199118336,0
1064085,220357,45632.82768669796,0
1222415,208936,35711.48267650512,0
1288054,209766,34161.43636524556,0
1133159,212153,39719.84108937933,0
1263699,201664,32182.00607581394,0
1293804,224629,38999.86987287101,0
1628683,206529,26189.39833043017,0
1290877,206284,32964.4796955868,0
1502566,200688,26804.595168531698,0
1176335,69386,4092.726133286861,0
212393,25669,3102.256482087451,1
173047,23553,3205.740688945778,1
248246,29628,3536.0826921682524,1
260362,30376,3543.9172229434403,1
170396,20432,2449.9790135918684,1
155157,19884,2548.21539472921,1
159488,21958,3023.1350571829857,1
132001,21078,3365.7478655464733,1
355817,43974,5434.570793413468,1
350073,43260,5345.821014474124,1
148395,19509,2564.7837258667746,1
257974,37312,5396.611069332568,1
137887,17850,2310.750832203181,1
147043,21346,3098.7650959243215,1
270773,28502,3000.1662056408873,1
289073,34174,4040.025446859444,1
1045798,159937,24459.6413160094,1
1033741,157789,24084.725788180986,1
237811,28094,3318.908023598572,1
204540,26594,3457.714070597438,1
241751,31596,4129.485363038829,1
224321,37546,6284.307380940705,1
1182186,142136,17089.224957832354,1
1199819,135746,15358.130281317432,1
889655,128586,18585.1362561892,1
1011754,142455,20057.66918144134,1
222968,27819,3470.8871273007785,1
631865,72156,8239.87455548258,1
691335,83302,10037.424987885757,1
231175,26064,2938.6053682275333,1
258228,35082,4766.124215809285,1
745033,139091,25967.04613218475,1
719974,156270,33918.32607844172,1
828588,156349,29502.007995529744,1
664216,153698,35565.35103640984,1
699118,144140,29717.929734322388,1
1541667,187509,22806.23836470522,1
774340,140239,25398.374255495,1
789557,152531,29466.7844892769,1
744290,136252,24942.70714909511,1
845620,147560,25749.09959556302,1
780553,123541,19553.2893743282,1
651242,135974,28390.2584231361,1
867642,119167,16367.089063231148,1
756782,144686,27661.913993726066,1
1224368,193570,30603.008980959974,0
1187042,208217,36522.986624736106,0
1264649,217160,37289.76625134721,0
1339078,94882,6722.979485885065,0
1259874,205536,33531.168431128826,0
1195626,20201,341.31107971890873,1
1277190,190725,28481.295363258403,0
1121138,174548,27175.070601478143,0
1269766,173466,23697.636537755774,0
1098221,207681,39273.87817297247,0
1292805,203710,32099.012689462063,0
1212279,223266,41119.00540717112,0
1296707,206067,32747.265565004276,0
1185639,132058,14708.790250658083,0
619552,86089,11962.379140088322,1
1076443,100360,9356.86292725207,1
774052,106964,14781.04480835913,1
